citizen_id,name,gender,birth_year,state,status,registered_date
CZ00772,Emeka Suleiman,Male,2007,Lagos,Alive,2019-06-23
CZ00773,Zainab Clark,Male,1988,Kaduna,Alive,2017-11-07
CZ00774,Michael Uche,Male,2002,Oyo,Alive,2023-01-19
CZ00775,Helen Bello,Female,1971,Lagos,Alive,2015-04-23
CZ00776,David Yusuf,Female,1974,Enugu,Alive,2021-09-17
CZ00777,Amina Lawal,Male,1960,Plateau,Alive,2022-06-24
CZ00778,Frank Smith,Male,1956,Sokoto,Alive,2015-06-26
CZ00779,Daniel Nwosu,Male,1949,Enugu,Alive,2017-03-10
CZ00780,Stella Igwe,Female,1949,Sokoto,Alive,2017-06-27
CZ00781,Rebecca Smith,Male,1961,Lagos,Alive,2022-03-29
CZ00782,George Mohammed,Female,1989,Borno,Alive,2017-05-05
CZ00783,Rita Davis,Female,2006,Oyo,Alive,2024-02-10
CZ00784,Linda Mohammed,Male,1994,Kano,Deceased,2017-10-25
CZ00785,Andrew Brown,Female,1962,Enugu,Alive,2019-07-22
CZ00786,Paul Adamu,Female,1941,Kano,Alive,2021-03-19
CZ00787,Zainab Okonkwo,Female,1992,Enugu,Alive,2017-04-25
CZ00788,Amina Nwosu,Male,1983,Sokoto,Alive,2021-05-27
CZ00789,Ibrahim Danjuma,Male,2006,Edo,Alive,2020-07-29
CZ00790,Mary Smith,Female,1947,Edo,Alive,2020-12-15
CZ00791,Joy Danjuma,Female,1947,Borno,Alive,2023-01-01
CZ00792,Ibrahim Igwe,Male,1952,Delta,Alive,2024-02-27
CZ00793,Chioma Chukwu,Male,1969,Enugu,Alive,2019-03-08
CZ00794,Ibrahim Idris,Male,1948,Rivers,Alive,2020-07-22
CZ00795,Sarah Wilson,Female,1983,Edo,Deceased,2021-05-18
CZ00796,Funke Amadi,Female,1994,Kaduna,Alive,2019-12-02
CZ00797,Tobi Smith,Male,2003,Anambra,Alive,2016-10-13
CZ00798,Amina Okoro,Male,1995,Kaduna,Alive,2016-06-07
CZ00799,Fatima Moore,Male,1954,Rivers,Alive,2022-10-27
CZ00800,George Nwosu,Male,1953,Kaduna,Alive,2020-10-04
CZ00801,Paul Nwosu,Female,1936,Edo,Alive,2021-10-10
CZ00802,Zainab Taylor,Female,1958,Oyo,Alive,2016-03-07
CZ00803,Ahmed Mohammed,Male,1973,Kano,Alive,2020-06-04
CZ00804,Tobi White,Female,1977,Enugu,Alive,2024-10-06
CZ00805,Grace Aliyu,Female,1986,Rivers,Alive,2017-05-10
CZ00806,Joseph Garba,Female,2007,Plateau,Alive,2024-08-03
CZ00807,Rita Sani,Female,1981,Enugu,Alive,2015-05-13
CZ00808,Daniel Johnson,Female,2008,Lagos,Alive,2023-01-09
CZ00809,Esther Davis,Female,1955,Edo,Alive,2024-08-12
CZ00810,Fatima Lawal,Male,1953,Plateau,Alive,2019-07-04
CZ00811,Andrew Suleiman,Male,1949,Enugu,Alive,2017-01-21
CZ00812,Frank Nwosu,Male,1948,Kano,Alive,2018-02-13
CZ00813,Chioma Okoro,Male,1948,Rivers,Alive,2021-10-07
CZ00814,Tobi Bello,Male,1976,Kano,Alive,2023-04-27
CZ00815,Helen Umeh,Male,1987,Kano,Alive,2022-11-09
CZ00816,Aisha Sani,Male,2000,Borno,Alive,2023-02-26
CZ00817,Daniel Moore,Female,1999,Edo,Alive,2024-02-28
CZ00818,Amina Umeh,Male,1982,Enugu,Deceased,2015-09-07
CZ00819,Amina Okoro,Female,1954,Enugu,Alive,2019-03-29
CZ00820,James Williams,Female,1976,Enugu,Alive,2024-07-27
CZ00821,Tunde Abubakar,Male,1979,Rivers,Alive,2015-03-06
CZ00822,Chinedu Nnamdi,Male,1978,Enugu,Alive,2024-12-08
CZ00823,Ibrahim Obi,Male,1952,Anambra,Alive,2020-06-24
CZ00824,Peter Idris,Male,2008,Sokoto,Alive,2021-11-26
CZ00825,Joseph Suleiman,Male,1971,Anambra,Alive,2023-06-28
CZ00826,James Bello,Male,1956,Kaduna,Alive,2021-08-01
CZ00827,Rebecca Garba,Female,1942,Rivers,Alive,2018-08-28
CZ00828,Peter Igwe,Male,1961,Plateau,Alive,2018-08-31
CZ00829,Rebecca Adeyemi,Male,1950,Delta,Alive,2018-09-06
CZ00830,Fatima Suleiman,Female,1961,Edo,Alive,2024-03-29
CZ00831,Zainab Williams,Male,2000,Sokoto,Alive,2023-02-01
CZ00832,Aisha Balogun,Male,1943,Plateau,Alive,2020-07-15
CZ00833,Samuel Idris,Male,1990,Sokoto,Alive,2016-05-25
CZ00834,Samuel Igwe,Male,1962,Kano,Alive,2015-01-03
CZ00835,David White,Female,1938,Anambra,Alive,2023-07-12
CZ00836,Mary Adeyemi,Male,1999,Plateau,Alive,2017-07-12
CZ00837,Funke Moore,Female,1953,Enugu,Alive,2015-07-09
CZ00838,Halima Davis,Male,1944,Anambra,Alive,2021-08-09
CZ00839,Ahmed Miller,Female,1944,Plateau,Alive,2019-06-21
CZ00840,Daniel Lawal,Female,1936,Sokoto,Deceased,2017-06-01
CZ00841,Tobi Wilson,Female,1935,Anambra,Alive,2022-01-18
CZ00842,Amina Ojo,Female,1990,Oyo,Alive,2024-10-07
CZ00843,Joseph Davis,Male,1937,Anambra,Deceased,2018-04-19
CZ00844,Blessing Igwe,Male,1940,Borno,Alive,2016-05-04
CZ00845,Kemi Okonkwo,Female,1952,Delta,Alive,2016-02-21
CZ00846,Rita Abubakar,Female,1947,Lagos,Alive,2020-01-19
CZ00847,Ahmed Danjuma,Female,2003,Borno,Alive,2015-10-08
CZ00848,Halima Nwosu,Female,1940,Delta,Alive,2022-07-17
CZ00849,Zainab Nnamdi,Male,2008,Rivers,Alive,2021-01-11
CZ00850,Mary Garba,Female,1956,Plateau,Alive,2016-03-24
CZ00851,Kemi Smith,Female,1955,Borno,Alive,2019-05-06
CZ00852,Ibrahim Okoro,Male,1987,Kaduna,Alive,2023-09-29
CZ00853,Chinedu Uche,Female,1974,Enugu,Alive,2024-10-08
CZ00854,George Clark,Female,1982,Lagos,Alive,2015-11-15
CZ00855,Halima Adeyemi,Female,1943,Anambra,Alive,2015-03-29
CZ00856,Amina Smith,Male,1953,Oyo,Alive,2017-12-19
CZ00857,Andrew Johnson,Female,1971,Kano,Alive,2018-08-15
CZ00858,Andrew Aliyu,Female,1974,Lagos,Alive,2023-02-16
CZ00859,Samuel Balogun,Female,1954,Enugu,Alive,2024-11-11
CZ00860,Mary James,Female,1938,Kaduna,Alive,2016-06-26
CZ00861,Frank Uche,Male,1975,Anambra,Alive,2024-12-14
CZ00862,Aisha Uche,Female,1954,Delta,Alive,2022-02-26
CZ00863,Andrew Garba,Male,2004,Enugu,Alive,2016-05-05
CZ00864,Tunde Nwosu,Female,1944,Borno,Alive,2021-02-21
CZ00865,Samuel Smith,Male,1944,Kaduna,Alive,2018-06-18
CZ00866,James Uche,Female,2003,Kaduna,Deceased,2017-12-13
CZ00867,Daniel Adamu,Male,1952,Delta,Alive,2018-10-15
CZ00868,Joy Umeh,Female,1996,Kano,Alive,2023-10-04
CZ00869,Helen Miller,Female,1995,Edo,Alive,2019-03-30
CZ00870,Stella Okonkwo,Male,2000,Rivers,Alive,2017-05-26
CZ00871,Daniel Yusuf,Female,1979,Edo,Alive,2019-08-04
CZ00872,Kemi Yusuf,Male,1941,Rivers,Alive,2021-05-24
CZ00873,Helen Johnson,Female,1946,Delta,Alive,2017-06-20
CZ00874,Ahmed Adamu,Female,1999,Plateau,Alive,2019-03-20
CZ00875,Helen Smith,Male,1996,Kaduna,Alive,2020-11-21
CZ00876,Musa Lawal,Female,1983,Kano,Alive,2018-02-03
CZ00877,Ibrahim Mohammed,Female,1956,Anambra,Alive,2024-09-17
CZ00878,Michael Lawal,Female,1939,Anambra,Alive,2018-03-01
CZ00879,Rebecca Bello,Female,1956,Borno,Alive,2019-12-29
CZ00880,Musa White,Female,1950,Rivers,Alive,2019-06-11
CZ00881,David Adamu,Female,1951,Lagos,Alive,2022-06-19
CZ00882,Rita Moore,Male,1970,Oyo,Alive,2024-02-17
CZ00883,Sarah Okonkwo,Female,1939,Oyo,Alive,2020-04-29
CZ00884,Emeka Chukwu,Female,1946,Lagos,Alive,2019-12-11
CZ00885,Helen Nwosu,Female,1995,Borno,Alive,2023-10-01
CZ00886,Joseph Igwe,Male,1946,Plateau,Alive,2017-02-28
CZ00887,Ngozi Clark,Female,2006,Enugu,Alive,2018-10-15
CZ00888,George Bello,Male,1951,Enugu,Alive,2020-09-23
CZ00889,John Johnson,Male,1978,Kaduna,Alive,2022-08-02
CZ00890,Chioma Hassan,Male,1994,Anambra,Alive,2023-06-21
CZ00891,Amina Sani,Male,1999,Rivers,Alive,2017-06-07
CZ00892,Ahmed Wilson,Male,1979,Rivers,Alive,2016-01-02
CZ00893,Halima Nnamdi,Female,1956,Edo,Alive,2016-12-31
CZ00894,Daniel Amadi,Male,1969,Anambra,Alive,2024-11-09
CZ00895,Tunde Amadi,Female,1961,Kaduna,Alive,2024-06-22
CZ00896,Joseph Danjuma,Female,1939,Borno,Alive,2019-03-28
CZ00897,Blessing Obi,Female,1988,Edo,Alive,2018-03-18
CZ00898,Musa Suleiman,Male,1942,Rivers,Alive,2024-03-25
CZ00899,Stella Mohammed,Female,2003,Enugu,Alive,2016-12-21
CZ00900,Zainab James,Male,1954,Kaduna,Alive,2023-02-25
CZ00901,Ibrahim Nnamdi,Female,1977,Plateau,Alive,2016-08-29
CZ00902,Samuel Mohammed,Female,1976,Enugu,Alive,2024-04-16
CZ00903,Peter Balogun,Female,1977,Borno,Alive,2021-08-23
CZ00904,Aisha Adeyemi,Male,1996,Lagos,Alive,2020-05-26
CZ00905,Halima Brown,Male,1956,Plateau,Alive,2020-12-28
CZ00906,Joseph Bello,Male,1981,Kaduna,Alive,2017-04-18
CZ00907,Grace Okonkwo,Male,1973,Borno,Deceased,2021-05-10
CZ00908,Amina Sani,Female,1944,Anambra,Alive,2019-08-09
CZ00909,Ibrahim Adamu,Female,1936,Oyo,Deceased,2017-05-03
CZ00910,Joseph Bello,Male,1949,Kano,Alive,2015-10-13
CZ00911,Aisha Taylor,Male,1966,Kaduna,Alive,2021-06-02
CZ00912,Sarah Wilson,Female,2001,Kaduna,Alive,2016-10-25
CZ00913,Linda Chukwu,Female,1938,Sokoto,Alive,2021-08-29
CZ00914,Zainab Amadi,Female,1956,Enugu,Alive,2024-04-24
CZ00915,Rita Amadi,Female,1974,Lagos,Alive,2015-05-23
CZ00916,Samuel Eze,Female,1985,Borno,Alive,2016-01-23
CZ00917,James Brown,Male,1995,Kano,Alive,2022-03-26
CZ00918,Joseph Miller,Female,1958,Edo,Alive,2019-12-18
CZ00919,Victor Sani,Male,1941,Rivers,Alive,2024-07-20
CZ00920,Halima Wilson,Female,1971,Rivers,Alive,2023-01-07
CZ00921,James Okafor,Female,2001,Kano,Alive,2017-03-28
CZ00922,Rebecca Nnamdi,Male,1983,Sokoto,Alive,2015-11-21
CZ00923,Daniel Igwe,Male,1991,Sokoto,Alive,2019-04-16
CZ00924,James Taylor,Female,1969,Kaduna,Alive,2018-12-13
CZ00925,Grace Abubakar,Female,1947,Sokoto,Alive,2023-12-15
CZ00926,Andrew Hassan,Male,1970,Kaduna,Alive,2016-09-22
CZ00927,Helen Hassan,Female,1982,Oyo,Alive,2024-07-27
CZ00928,Funke Yusuf,Female,1945,Enugu,Alive,2019-07-11
CZ00929,Rebecca Abubakar,Female,1986,Rivers,Alive,2023-11-24
CZ00930,Ibrahim Okoro,Female,2003,Rivers,Alive,2022-02-10
CZ00931,Halima Taylor,Female,1958,Delta,Alive,2020-09-26
CZ00932,Esther Danjuma,Male,1942,Delta,Alive,2021-11-22
CZ00933,Sarah Yusuf,Female,1956,Sokoto,Deceased,2020-01-21
CZ00934,Aisha Clark,Male,1963,Kaduna,Deceased,2023-03-20
CZ00935,Esther Okafor,Female,1956,Rivers,Alive,2019-08-09
CZ00936,Tobi Garba,Female,1999,Rivers,Alive,2020-10-02
CZ00937,Frank Yusuf,Male,1957,Enugu,Alive,2017-09-18
CZ00938,Tobi Nwosu,Male,1992,Oyo,Alive,2015-03-03
CZ00939,Mary White,Female,1980,Rivers,Alive,2024-02-29
CZ00940,Joy Johnson,Male,1988,Oyo,Alive,2018-12-12
CZ00941,Mary Nwosu,Female,1984,Kaduna,Alive,2017-11-20
CZ00942,Kemi Aliyu,Female,1987,Plateau,Alive,2023-04-22
CZ00943,Daniel Davis,Male,1942,Edo,Alive,2023-07-20
CZ00944,Zainab Yusuf,Female,1982,Rivers,Alive,2024-10-22
CZ00945,James Williams,Male,1959,Delta,Alive,2015-03-06
CZ00946,Helen James,Female,1999,Enugu,Alive,2015-08-01
CZ00947,Esther Igwe,Male,1953,Kano,Alive,2024-02-25
CZ00948,Chinedu Adeyemi,Male,1969,Delta,Alive,2018-11-24
CZ00949,Samuel Igwe,Male,2000,Plateau,Alive,2017-08-04
CZ00950,Rebecca Abubakar,Male,1979,Kaduna,Alive,2019-10-17
CZ00951,Ahmed Lawal,Male,1980,Plateau,Alive,2024-06-16
CZ00952,Frank Igwe,Female,1935,Lagos,Alive,2019-05-15
CZ00953,Paul Sani,Male,1948,Enugu,Alive,2022-08-04
CZ00954,Ibrahim Balogun,Male,2007,Rivers,Alive,2022-08-24
CZ00955,Daniel Hassan,Female,1996,Lagos,Alive,2024-02-16
CZ00956,Halima Eze,Female,1969,Kaduna,Alive,2016-10-10
CZ00957,James Brown,Female,1980,Edo,Alive,2016-10-20
CZ00958,Aisha Idris,Female,1983,Oyo,Alive,2024-05-22
CZ00959,Zainab Adamu,Female,2002,Oyo,Alive,2020-01-26
CZ00960,Zainab Garba,Male,1998,Plateau,Alive,2016-04-10
CZ00961,Frank Hassan,Female,1962,Rivers,Alive,2017-05-25
CZ00962,Aisha Johnson,Female,2004,Edo,Alive,2024-01-19
CZ00963,Ahmed White,Female,1956,Anambra,Alive,2021-02-19
CZ00964,Ahmed Igwe,Female,2006,Delta,Alive,2019-12-10
CZ00965,Aisha Adeyemi,Female,1949,Kaduna,Alive,2020-07-20
CZ00966,Zainab Smith,Female,1955,Edo,Alive,2020-04-19
CZ00967,Tunde Aliyu,Female,1948,Delta,Alive,2022-01-06
CZ00968,Musa Yusuf,Female,2001,Rivers,Alive,2019-08-21
CZ00969,Aisha Idris,Male,1988,Kaduna,Alive,2024-03-16
CZ00970,Joseph Abubakar,Male,1948,Anambra,Alive,2020-08-20
CZ00971,Musa Sani,Male,1975,Kaduna,Alive,2017-08-12
CZ00972,Grace Okafor,Female,1964,Oyo,Alive,2023-06-18
CZ00973,Stella Smith,Male,1939,Borno,Alive,2017-05-08
CZ00974,Ahmed White,Male,2007,Oyo,Alive,2018-09-01
CZ00975,John Danjuma,Female,1996,Lagos,Alive,2016-05-30
CZ00976,Victor Garba,Male,1942,Kaduna,Alive,2015-11-17
CZ00977,Esther Okafor,Female,1966,Enugu,Alive,2023-04-16
CZ00978,Tunde Amadi,Male,1938,Oyo,Alive,2022-08-19
CZ00979,David Suleiman,Female,1996,Oyo,Alive,2020-07-02
CZ00980,Paul Okoro,Female,1974,Sokoto,Alive,2017-04-20
CZ00981,Ahmed Lawal,Female,1970,Oyo,Alive,2015-05-29
CZ00982,Michael Obi,Female,1980,Anambra,Alive,2024-10-04
CZ00983,Mary Amadi,Female,1976,Sokoto,Alive,2024-03-16
CZ00984,Linda Yusuf,Female,1955,Enugu,Alive,2018-01-14
CZ00985,Helen Sani,Male,1945,Plateau,Alive,2022-10-12
CZ00986,Linda Adamu,Female,1970,Plateau,Alive,2018-05-02
CZ00987,Tunde Wilson,Female,1941,Plateau,Alive,2017-05-07
CZ00988,Chioma Okafor,Male,1985,Kano,Alive,2018-02-06
CZ00989,Andrew Obi,Female,1986,Lagos,Alive,2015-06-19
CZ00990,Paul Hassan,Male,1935,Anambra,Alive,2023-05-29
CZ00991,Mary Umeh,Female,1956,Lagos,Deceased,2022-02-25
CZ00992,Mary Okafor,Female,2001,Edo,Deceased,2018-08-11
CZ00993,Aisha Eze,Female,1970,Sokoto,Deceased,2019-03-31
CZ00994,Halima Bello,Male,1978,Kano,Alive,2021-01-09
CZ00995,Joseph Lawal,Female,2006,Edo,Alive,2021-01-06
CZ00996,Ngozi Williams,Female,1982,Enugu,Alive,2017-07-02
CZ00997,Daniel Balogun,Male,1989,Plateau,Alive,2022-11-09
CZ00998,Esther Amadi,Male,1975,Lagos,Alive,2019-02-15
CZ00999,Aisha Adeyemi,Male,1986,Rivers,Alive,2020-07-30
CZ01000,Joy Okoro,Female,1950,Kaduna,Alive,2018-02-02
CZ01001,Grace Balogun,Female,1997,Delta,Alive,2015-09-06
CZ01002,Tunde Davis,Female,2008,Kano,Alive,2022-01-15
CZ01003,David Hassan,Female,1935,Lagos,Alive,2023-05-04
CZ01004,Fatima Wilson,Male,1988,Kaduna,Alive,2016-12-25
CZ01005,Victor Okoro,Female,2008,Borno,Alive,2022-03-05
CZ01006,Grace Taylor,Male,1945,Kano,Alive,2017-06-17
CZ01007,Grace Eze,Female,2001,Rivers,Alive,2017-09-23
CZ01008,Tunde Danjuma,Female,1989,Kano,Alive,2021-01-15
CZ01009,Zainab Aliyu,Male,1993,Kaduna,Alive,2016-11-22
CZ01010,James Johnson,Female,2003,Plateau,Alive,2016-03-26
CZ01011,Ibrahim Wilson,Male,1964,Lagos,Alive,2016-04-05
CZ01012,Linda Eze,Male,1970,Oyo,Alive,2024-11-20
CZ01013,Stella Sani,Male,1992,Delta,Alive,2023-11-05
CZ01014,Funke Lawal,Male,1966,Sokoto,Alive,2017-04-24
CZ01015,Stella Taylor,Male,1949,Edo,Alive,2024-10-03
CZ01016,Joy Eze,Female,1983,Sokoto,Alive,2022-01-20
CZ01017,Zainab Adeyemi,Female,1985,Lagos,Alive,2024-04-30
CZ01018,Samuel Davis,Female,1941,Edo,Alive,2021-12-07
CZ01019,Musa Aliyu,Male,1946,Borno,Alive,2024-05-24
CZ01020,John Bello,Male,1942,Sokoto,Alive,2018-09-12
CZ01021,Sarah Idris,Male,1991,Delta,Alive,2019-08-13
CZ01022,Helen Sani,Female,1987,Anambra,Alive,2022-01-14
CZ01023,Esther Miller,Male,2001,Edo,Alive,2024-04-02
CZ01024,Tobi Chukwu,Male,1943,Edo,Alive,2016-03-10
CZ01025,Peter Hassan,Male,1993,Kaduna,Alive,2024-09-03
CZ01026,Ahmed Abubakar,Male,1994,Kaduna,Deceased,2015-12-20
CZ01027,Andrew Aliyu,Female,1956,Anambra,Alive,2019-12-21
CZ01028,Chioma Yusuf,Male,1939,Plateau,Alive,2020-07-15
CZ01029,Andrew Adamu,Male,1939,Kaduna,Alive,2020-05-06
CZ01030,Blessing Obi,Male,1983,Delta,Alive,2022-09-13
CZ01031,John Davis,Female,1957,Anambra,Alive,2018-09-10
CZ01032,Musa Sani,Female,1991,Kaduna,Alive,2023-11-20
CZ01033,Ngozi Garba,Female,1976,Anambra,Alive,2024-09-20
CZ01034,Fatima Nwosu,Male,1945,Lagos,Alive,2015-10-02
CZ01035,Musa Okoro,Male,2007,Sokoto,Alive,2019-04-15
CZ01036,David Suleiman,Female,1971,Delta,Alive,2024-07-22
CZ01037,Esther Smith,Female,1990,Edo,Alive,2016-10-31
CZ01038,Joy James,Female,1980,Anambra,Alive,2023-07-19
CZ01039,Ahmed Idris,Male,1982,Kaduna,Alive,2021-11-16
CZ01040,Andrew Taylor,Male,1957,Rivers,Alive,2024-05-21
CZ01041,Ngozi Uche,Male,1996,Kaduna,Alive,2021-10-05
CZ01042,Joy Smith,Female,1978,Borno,Alive,2020-02-19
CZ01043,Joseph Davis,Male,1939,Oyo,Alive,2016-02-27
CZ01044,Amina Adamu,Female,1951,Delta,Alive,2017-06-11
CZ01045,Chinedu Johnson,Female,1990,Kano,Alive,2019-02-16
CZ01046,Daniel Obi,Male,1998,Plateau,Alive,2018-07-12
CZ01047,Grace Amadi,Male,2006,Rivers,Alive,2016-08-14
CZ01048,Ibrahim Ojo,Female,1992,Sokoto,Alive,2021-08-08
CZ01049,Emeka Davis,Male,1966,Rivers,Alive,2015-08-30
CZ01050,Ibrahim Eze,Male,1981,Delta,Alive,2020-08-26
CZ01051,Samuel Ojo,Male,2007,Edo,Alive,2020-06-19
CZ01052,Ahmed Hassan,Female,1938,Lagos,Alive,2020-01-22
CZ01053,Rita Danjuma,Female,1940,Borno,Alive,2022-03-03
CZ01054,James Lawal,Female,1975,Rivers,Alive,2018-12-25
CZ01055,Daniel Nnamdi,Male,1950,Enugu,Alive,2016-09-17
CZ01056,Tobi Igwe,Female,1987,Rivers,Alive,2019-05-26
CZ01057,George Suleiman,Male,1949,Enugu,Alive,2016-04-12
CZ01058,Rebecca Ojo,Male,1978,Enugu,Alive,2020-12-08
CZ01059,Musa James,Female,1947,Kano,Alive,2023-02-13
CZ01060,Stella Abubakar,Female,1936,Lagos,Alive,2020-11-20
CZ01061,Michael Aliyu,Male,1956,Lagos,Alive,2021-05-24
CZ01062,Linda Okoro,Male,1984,Lagos,Alive,2017-12-18
CZ01063,Tobi Obi,Female,1935,Sokoto,Alive,2015-05-14
CZ01064,Andrew Mohammed,Female,1968,Edo,Alive,2023-07-14
CZ01065,Ahmed Okoro,Female,1982,Anambra,Alive,2019-03-03
CZ01066,Paul Hassan,Male,1989,Borno,Alive,2020-05-19
CZ01067,Stella Yusuf,Male,1991,Sokoto,Alive,2022-07-27
CZ01068,Fatima Adamu,Female,1966,Rivers,Alive,2024-06-18
CZ01069,Rita James,Female,1957,Kano,Alive,2018-08-31
CZ01070,Funke Brown,Male,1965,Lagos,Alive,2024-11-05
CZ01071,Emeka Garba,Female,1980,Oyo,Alive,2018-04-24
CZ01072,Frank Eze,Male,1997,Rivers,Alive,2024-08-19
CZ01073,David Bello,Female,2002,Edo,Alive,2021-04-29
CZ01074,Funke Igwe,Female,1989,Edo,Alive,2016-09-23
CZ01075,Chioma Uche,Female,1976,Oyo,Alive,2019-10-27
CZ01076,Tobi Davis,Male,1991,Plateau,Alive,2017-08-30
CZ01077,Stella Suleiman,Male,1940,Kaduna,Alive,2016-09-24
CZ01078,Rita Chukwu,Male,1955,Plateau,Alive,2019-06-06
CZ01079,Aisha Davis,Female,1976,Lagos,Alive,2024-12-24
CZ01080,Ahmed Clark,Female,1984,Sokoto,Alive,2022-02-07
CZ01081,Samuel Okafor,Female,1974,Borno,Alive,2018-12-22
CZ01082,Blessing Mohammed,Female,1975,Kaduna,Alive,2017-09-12
CZ01083,Stella Nwosu,Female,1969,Kaduna,Alive,2024-04-03
CZ01084,George Brown,Male,1999,Edo,Alive,2016-12-31
CZ01085,Esther Miller,Female,1952,Enugu,Alive,2024-12-12
CZ01086,Peter Chukwu,Female,1963,Plateau,Alive,2017-10-26
CZ01087,Daniel Suleiman,Male,1993,Anambra,Alive,2024-04-10
CZ01088,Grace Obi,Female,1983,Anambra,Alive,2021-06-12
CZ01089,Musa Balogun,Male,1982,Oyo,Alive,2023-04-20
CZ01090,John Taylor,Female,1980,Delta,Alive,2023-01-26
CZ01091,Halima Balogun,Female,1994,Oyo,Alive,2019-03-08
CZ01092,Michael Brown,Male,1985,Kaduna,Alive,2021-03-31
CZ01093,Funke Hassan,Male,1977,Rivers,Alive,2018-09-24
CZ01094,Sarah Aliyu,Male,2005,Plateau,Alive,2019-07-15
CZ01095,Musa Smith,Female,1955,Edo,Deceased,2021-10-22
CZ01096,Daniel Hassan,Male,1979,Plateau,Alive,2024-02-13
CZ01097,Grace Sani,Female,2005,Rivers,Alive,2017-05-28
CZ01098,Tobi Adeyemi,Male,1967,Oyo,Alive,2021-09-03
CZ01099,Rita Okoro,Female,1945,Delta,Alive,2020-11-28
CZ01100,Andrew Miller,Male,1994,Delta,Alive,2023-07-14
CZ01101,Sarah Balogun,Female,1943,Edo,Alive,2016-07-08
CZ01102,Rita Eze,Female,1988,Oyo,Alive,2021-12-27
CZ01103,Michael Abubakar,Female,2000,Oyo,Alive,2017-10-28
CZ01104,Grace Uche,Male,1952,Anambra,Alive,2022-03-06
CZ01105,Stella Smith,Female,1972,Oyo,Alive,2015-11-29
CZ01106,Ngozi Okafor,Female,1941,Lagos,Alive,2018-10-15
CZ01107,Rebecca Ojo,Male,1988,Enugu,Alive,2016-07-23
CZ01108,Aisha Chukwu,Female,2001,Edo,Alive,2016-10-05
CZ01109,David Davis,Male,1965,Enugu,Alive,2015-06-11
CZ01110,Grace Lawal,Male,1963,Anambra,Alive,2024-05-13
CZ01111,James Amadi,Male,1976,Enugu,Alive,2016-10-17
CZ01112,Michael Yusuf,Male,1970,Sokoto,Deceased,2021-04-13
CZ01113,Aisha Brown,Female,1960,Oyo,Alive,2020-11-25
CZ01114,Frank Abubakar,Female,2004,Lagos,Alive,2022-03-28
CZ01115,Linda Okoro,Female,1953,Kaduna,Alive,2021-07-19
CZ01116,Sarah Obi,Male,1949,Enugu,Alive,2024-03-04
CZ01117,Andrew Balogun,Female,1989,Plateau,Alive,2015-12-09
CZ01118,Ngozi Nnamdi,Female,1953,Kano,Alive,2015-04-20
CZ01119,Michael Eze,Female,1977,Oyo,Alive,2015-01-31
CZ01120,Peter Garba,Female,1950,Oyo,Alive,2023-09-19
CZ01121,Samuel Obi,Male,1943,Enugu,Alive,2019-10-20
CZ01122,Mary Nnamdi,Female,1965,Lagos,Alive,2020-10-20
CZ01123,Helen Lawal,Female,1999,Kaduna,Alive,2023-06-11
CZ01124,Stella Johnson,Female,1997,Enugu,Alive,2018-03-04
CZ01125,Ngozi Smith,Male,1992,Delta,Alive,2023-08-13
CZ01126,Chinedu Clark,Female,1984,Oyo,Alive,2024-12-21
CZ01127,Chioma Smith,Female,1962,Plateau,Alive,2019-02-06
CZ01128,Esther Miller,Male,1986,Plateau,Alive,2022-08-18
CZ01129,Mary Yusuf,Male,1956,Rivers,Alive,2017-07-14
CZ01130,Frank Brown,Male,1946,Borno,Alive,2019-02-26
CZ01131,Chioma Smith,Male,1964,Kano,Alive,2024-03-07
CZ01132,Blessing Adamu,Male,1936,Edo,Deceased,2020-10-09
CZ01133,George Smith,Male,2001,Oyo,Alive,2019-05-13
CZ01134,Ibrahim Sani,Female,2004,Oyo,Alive,2015-08-06
CZ01135,Sarah James,Male,1939,Delta,Alive,2022-03-28
CZ01136,Rebecca Garba,Male,1968,Kano,Alive,2016-11-29
CZ01137,Halima Nnamdi,Male,1954,Rivers,Alive,2020-10-29
CZ01138,Kemi Danjuma,Male,1940,Plateau,Alive,2022-07-14
CZ01139,Zainab Smith,Female,1944,Anambra,Alive,2018-04-27
CZ01140,Paul Wilson,Male,1999,Lagos,Alive,2020-09-03
CZ01141,Chinedu Clark,Female,1959,Delta,Alive,2018-01-31
CZ01142,Aisha Taylor,Male,1972,Kano,Alive,2021-07-29
CZ01143,Halima Danjuma,Female,1941,Rivers,Alive,2022-12-06
CZ01144,Rebecca Okafor,Female,1980,Enugu,Alive,2023-03-13
CZ01145,Michael Abubakar,Male,1963,Borno,Alive,2019-09-26
CZ01146,Halima Lawal,Male,1956,Sokoto,Alive,2017-08-25
CZ01147,Ngozi Aliyu,Female,1943,Rivers,Alive,2015-10-27
CZ01148,Zainab Adamu,Female,1994,Anambra,Alive,2024-12-28
CZ01149,Joy Idris,Male,1971,Kano,Alive,2015-07-20
CZ01150,George Okoro,Male,1989,Oyo,Alive,2020-09-30
CZ01151,Helen Suleiman,Female,1979,Edo,Alive,2020-06-21
CZ01152,Emeka Johnson,Male,1942,Plateau,Alive,2022-08-08
CZ01153,John Okafor,Male,1983,Plateau,Alive,2019-07-10
CZ01154,Frank Nwosu,Male,1998,Kaduna,Alive,2021-05-23
CZ01155,Samuel Abubakar,Female,1986,Anambra,Alive,2019-05-20
